term; C1; C2
 занимать ;0.00974412394096067;0.0014795119065583327
 чемпионка ;0.005790738281758129;0.0
 сопоставимый ;0.0;0.001140816611761391
 устраивать ;0.0;0.0
 поскольку ;0.0;0.0021138615816067327
 дьявол ;0.0059298411939483296;0.0
 instagram ;0.0;0.008416639360815477
 действительность ;0.0;0.000882198268476181
 сфера ;0.0043574577606932145;0.0005694633187383402
 назад ;0.004120180372989972;0.0
 т ;0.0;0.002368640378580044
 главный ;0.006911921265060931;0.0026089127052099036
 ювентус ;0.010469786627430111;0.0
 интеграция ;0.0;0.0012648234779355791
 намекать ;0.006312479520611608;0.0
 прием ;0.0;0.000882198268476181
 функциональность ;0.0;0.0010164690875075284
 агрессия ;0.0;0.015474148435197045
 аргентинец ;0.0;0.0
 относительно ;0.0;0.0
 направлять ;0.0;0.0007024746061436067
 автограф ;0.0;0.0050592939117423165
 display ;0.0;0.0015005059429547979
 емелин ;0.004120180372989972;0.0
 глубинный ;0.0;0.001315593686599481
 минута ;0.004404469566195281;0.0017080449245124787
 отслеживание ;0.0;0.0014561348965125168
 логичный ;0.0037722228774420287;0.0
 долгосрочный ;0.0037722228774420287;0.0
 празднование ;0.0;0.0
 сокращаться ;0.0;0.0
 французский ;0.0059298411939483296;0.0
 вес ;0.0;0.0012840683453194624
 разработка ;0.0;0.0025391136309826628
 интегрировать ;0.0;0.0012648234779355791
 транспортный ;0.0;0.0025296469558711582
 недостаток ;0.0;0.00221651925041389
 специальный ;0.00802428187913506;0.0
 запись ;0.0;0.002805546453605159
 признаваться ;0.005790738281758129;0.0
 лундквист ;0.0;0.0
 функция ;0.0;0.002032938175015057
 спорт ;0.008962003552079437;0.0
 запрещать ;0.004120180372989972;0.0
 соединение ;0.0;0.0008155703608242409
 веселиться ;0.0;0.0
 разрознивать ;0.0;0.0007024746061436067
 репост ;0.0;0.0007024746061436067
 антимонопольный ;0.0;0.001764396536952362
 керамика ;0.0;0.0010164690875075284
 думать ;0.0075444457548840575;0.0
 обсуждение ;0.0;0.000882198268476181
 медиа ;0.0;0.0025391136309826628
 неслыханный ;0.0;0.0
 разный ;0.0;0.0
 алексей ;0.003139386746306088;0.0007461303678611407
 конец ;0.0;0.0025096876632774213
 советник ;0.0;0.0007024746061436067
 зря ;0.004547565611633706;0.0
 паскаль ;0.006002214022567414;0.0
 остаток ;0.006312479520611608;0.0
 полноценный ;0.0;0.005173206526431048
 следовательно ;0.0;0.0
 вероятность ;0.0059298411939483296;0.0
 популярный ;0.0;0.0027925951640327957
 стартовать ;0.0;0.002787447635129822
 америка ;0.0073466869124243234;0.0
 анжи ;0.015509748916583231;0.0
 акселератор ;0.0;0.005574895270259644
 производиться ;0.0;0.0
 сообщаться ;0.008903461794196913;0.0012356361619595
 соответствующий ;0.0;0.000882198268476181
 контроллер ;0.0;0.0012648234779355791
 иметь ;0.005759276538635643;0.003104113038131293
 манчестер ;0.014506084173702836;0.0
 ждать ;0.005885969133747691;0.0028751389459391323
 межсезонье ;0.006754623177550941;0.0
 писаться ;0.0048456951254711;0.0
 центральный ;0.0;0.0008155703608242409
 печатание ;0.0;0.0021138615816067327
 юнайтед ;0.014506084173702836;0.0
 некоторый ;0.0;0.004227723163213465
 днк ;0.0;0.0029122697930250335
 организатор ;0.0;0.002787447635129822
 высокопроизводительный ;0.0;0.0
 таблица ;0.006153011037092207;0.0
 течь ;0.0;0.0012648234779355791
 отменять ;0.022514518842623694;0.0
 робот ;0.0;0.008530187552211667
 карьера ;0.0049941495064383815;0.0
 игорь ;0.006754623177550941;0.0
 зависимый ;0.0;0.0020036583630647143
 эмотивный ;0.0;0.0007024746061436067
 телеканал ;0.007754874458291616;0.0
 плей ;0.009835006348494005;0.0
 экономика ;0.0;0.000882198268476181
 китай ;0.0;0.0014561348965125168
 реал ;0.0;0.0
 конкурировать ;0.0;0.0015005059429547979
 пеллегриня ;0.0037722228774420287;0.0
 пострадавший ;0.00802428187913506;0.0
 появление ;0.0;0.0007715298311145166
 память ;0.0;0.0
 машинный ;0.0;0.0008155703608242409
 нетабуированный ;0.0;0.0015033746789526693
 картинка ;0.0;0.0008155703608242409
 остерегаться ;0.0;0.0014561348965125168
 web ;0.005790738281758129;0.0
 максимальный ;0.0;0.0028628718043212853
 широко ;0.0;0.001140816611761391
 настоящий ;0.0;0.0015144724060520119
 распечатка ;0.0;0.0021138615816067327
 опус ;0.0048456951254711;0.0
 аякса ;0.0;0.0
 заменять ;0.0;0.0
 казань ;0.012463226799495427;0.0
 рф ;0.006231613399747714;0.0
 упрощать ;0.0;0.0021138615816067327
 защищать ;0.0;0.0012840683453194624
 текст ;0.0;0.0007024746061436067
 мечта ;0.01737221484527439;0.0
 возле ;0.006312479520611608;0.0
 вратарь ;0.0049377777018848375;0.0
 продукт ;0.0;0.0039059261258099598
 рейтинг ;0.0049941495064383815;0.0012503735796400887
 девайс ;0.0;0.0020036583630647143
 предпоследний ;0.006153011037092207;0.0
 расти ;0.0;0.0
 пригождаться ;0.0;0.0012840683453194624
 завоевывать ;0.004547565611633706;0.0
 минимизировать ;0.0;0.0012648234779355791
 признавать ;0.0;0.0
 миллион ;0.0;0.00443303850082778
 возвращаться ;0.004547565611633706;0.0
 надеяться ;0.011150755789064147;0.001108259625206945
 нести ;0.0;0.0014561348965125168
 модем ;0.0;0.0016950163877560726
 заминка ;0.0;0.0
 складской ;0.0;0.004838063245584655
 управление ;0.0;0.0008155703608242409
 xiaomi ;0.0;0.006384266175159379
 оздоева ;0.0;0.0
 статистика ;0.0;0.0020036583630647143
 соперник ;0.01264192517526257;0.0
 роналд ;0.006312479520611608;0.0
 капризовый ;0.0;0.0
 общество ;0.0;0.0021138615816067327
 участие ;0.0;0.003009475735745136
 цска ;0.02152575116972945;0.0
 ноу ;0.0;0.0
 петербург ;0.011318435327883394;0.0
 распределение ;0.0;0.0012648234779355791
 голова ;0.0;0.001108259625206945
 regency ;0.0;0.0008155703608242409
 исходить ;0.0048456951254711;0.0
 повод ;0.0;0.0
 затрата ;0.0;0.0012648234779355791
 результат ;0.0;0.005574895270259644
 придавать ;0.005790738281758129;0.0
 пропустить ;0.006312479520611608;0.0
 эфир ;0.007754874458291616;0.0
 принудительный ;0.0;0.000882198268476181
 призыв ;0.0;0.0007024746061436067
 рассказывать ;0.0076973350477155065;0.0038767733072084263
 замок ;0.0;0.0010164690875075284
 лукака ;0.0059298411939483296;0.0
 армеец ;0.0038453184206224704;0.0
 svt ;0.0;0.0
 применяться ;0.0;0.0025391136309826628
 таковой ;0.0;0.0
 бавария ;0.0059298411939483296;0.0
 розничный ;0.0;0.0007024746061436067
 жена ;0.0;0.0
 представитель ;0.0;0.0006185538273587796
 money ;0.0;0.0012840683453194624
 елена ;0.0048456951254711;0.0
 guardian ;0.0;0.001140816611761391
 этери ;0.0096913902509422;0.0
 посмотреть ;0.0;0.0008155703608242409
 играть ;0.01257811487813578;0.0
 способ ;0.0;0.0008155703608242409
 необходимый ;0.0;0.002021903410754605
 park ;0.0;0.0008155703608242409
 запатентовывать ;0.0;0.0014561348965125168
 цифровой ;0.0;0.004018087483483194
 норма ;0.0;0.0
 складный ;0.0;0.0
 страница ;0.0048456951254711;0.0
 цифровизация ;0.0;0.0039232735537664916
 финальный ;0.0;0.0012840683453194624
 фильтр ;0.0;0.0007024746061436067
 кейс ;0.0;0.000882198268476181
 экран ;0.0;0.0
 соколов ;0.0;0.0007024746061436067
 намерение ;0.0;0.0007024746061436067
 частота ;0.0;0.0
 mining ;0.0;0.0007024746061436067
 илюха ;0.004120180372989972;0.0
 день ;0.004787448309860072;0.0024457352750582467
 выработка ;0.0;0.0014561348965125168
 забивать ;0.0;0.0
 направленный ;0.0;0.0015033746789526693
 средний ;0.0;0.003009475735745136
 информировать ;0.0;0.0
 база ;0.0;0.0
 журналистка ;0.0048456951254711;0.0
 логистический ;0.0;0.0025296469558711582
 xl ;0.0;0.0
 директор ;0.003501368491801853;0.0
 частный ;0.0;0.0015033746789526693
 франция ;0.00802428187913506;0.0
 конструкция ;0.0;0.0010164690875075284
 футболка ;0.00802428187913506;0.0
 гол ;0.0049377777018848375;0.0
 семья ;0.004547565611633706;0.0
 волна ;0.0;0.0007024746061436067
 передовой ;0.0;0.0010164690875075284
 радоваться ;0.0;0.0
 автономный ;0.0;0.0012840683453194624
 подавать ;0.0;0.002787447635129822
 правило ;0.0;0.0015033746789526693
 диспетчер ;0.0;0.0012648234779355791
 gpu ;0.0;0.0
 источник ;0.0;0.0041626868696939155
 арбитр ;0.0;0.0
 упряжка ;0.0;0.0012840683453194624
 анализ ;0.0;0.0014049492122872134
 находиться ;0.004350046007023982;0.002072248947445102
 спрос ;0.0;0.0018649018101888548
 cnbeta ;0.0;0.0
 кадровый ;0.0049377777018848375;0.0
 клиентский ;0.0;0.0007024746061436067
 синхронистка ;0.006231613399747714;0.0
 троллинг ;0.0;0.0015033746789526693
 дебют ;0.0;0.0
 лига ;0.02416797762061617;0.0
 выступать ;0.0024408240385999985;0.0024159334755362093
 мск ;0.007754874458291616;0.0
 скамейка ;0.0;0.0
 уменьшать ;0.0;0.001783173750918902
 отключаться ;0.0;0.0020036583630647143
 действие ;0.0;0.001764396536952362
 рука ;0.005234893313715056;0.001108259625206945
 начальный ;0.0;0.0007024746061436067
 актуально ;0.0;0.0007024746061436067
 хедир ;0.006312479520611608;0.0
 штырков ;0.007504839614207898;0.0
 версия ;0.0;0.002568136690638925
 гвардиола ;0.0037722228774420287;0.0
 dynamics ;0.0;0.002568136690638925
 срок ;0.0;0.0010922906967071456
 суд ;0.0;0.0057040830588069545
 ггц ;0.0;0.0
 наночастица ;0.0;0.001140816611761391
 богоматерь ;0.00802428187913506;0.0
 отпраздновать ;0.0;0.0
 атташе ;0.0096913902509422;0.0
 цыганов ;0.0;0.000882198268476181
 готовиться ;0.00633441991283707;0.0
 зона ;0.0;0.0007024746061436067
 месяц ;0.0;0.0
 разумеется ;0.004120180372989972;0.0
 финтех ;0.0;0.005574895270259644
 высокий ;0.0;0.00090023335421416
 груз ;0.0;0.002081316173070844
 командный ;0.006231613399747714;0.0
 номинация ;0.0;0.0007024746061436067
 умный ;0.0;0.007505727019270868
 малый ;0.0;0.002787447635129822
 зарядный ;0.0;0.002032938175015057
 операционный ;0.0;0.0
 google ;0.0;0.00226002185034143
 выхлопной ;0.0;0.0057040830588069545
 четвертьфинальный ;0.006002214022567414;0.0
 область ;0.0;0.003009475735745136
 робопс ;0.0;0.002568136690638925
 михеев ;0.008240360745979943;0.0
 жозе ;0.0037722228774420287;0.0
 пример ;0.0;0.002865990034504569
 риа ;0.006231613399747714;0.0
 начинаться ;0.005665706729252387;0.0010054181166413408
 разрешение ;0.0;0.0
 миннесота ;0.0;0.0
 часть ;0.0;0.001140816611761391
 сотрудничество ;0.0;0.002787447635129822
 сексизм ;0.0;0.0015033746789526693
 поле ;0.005234893313715056;0.0015430596622290332
 матейс ;0.0;0.0
 переигрывать ;0.006754623177550941;0.0
 заявлять ;0.009314050615422365;0.0008296093965288234
 катализатор ;0.0;0.001140816611761391
 использование ;0.0;0.003326233413147935
 право ;0.003139386746306088;0.0018368038704152498
 запас ;0.0;0.0037298036203777096
 травить ;0.0;0.0012840683453194624
 неудача ;0.005790738281758129;0.0
 соглашение ;0.0;0.0
 лионель ;0.0;0.0
 тренерский ;0.0;0.0
 обработка ;0.0;0.0007024746061436067
 чувствовать ;0.0037722228774420287;0.0
 акселерационная ;0.0;0.002787447635129822
 риск ;0.0;0.002787447635129822
 мысль ;0.005790738281758129;0.0
 facebook ;0.0048456951254711;0.0
 стиральный ;0.0;0.0008155703608242409
 конфликт ;0.0;0.0
 smart ;0.0;0.006694323305121452
 безос ;0.0;0.0012840683453194624
 слово ;0.009327483964531098;0.002839308865940934
 сначала ;0.0;0.0
 стартап ;0.0;0.002787447635129822
 минский ;0.018459033111276623;0.0
 защита ;0.0;0.0015033746789526693
 совмещать ;0.006231613399747714;0.0
 развитие ;0.0;0.0016370182369950207
 принимать ;0.007354696045649731;0.0021736465876178125
 предназначать ;0.0;0.0012648234779355791
 забронировать ;0.0;0.0014561348965125168
 обеспечивать ;0.0;0.0026646369096989878
 boston ;0.0;0.002568136690638925
 турнирный ;0.006153011037092207;0.0
 качественно ;0.0;0.0008155703608242409
 европа ;0.0;0.0
 хороший ;0.013328656810222078;0.0006468857644351739
 аналитический ;0.0;0.0025391136309826628
 аналог ;0.0;0.001764396536952362
 пояснять ;0.005790738281758129;0.0
 искусственный ;0.0;0.004492921291650335
 англия ;0.0032191255323092854;0.0
 статья ;0.003637644438945829;0.00316025520455559
 аппаратный ;0.0;0.0
 причем ;0.0;0.000882198268476181
 советский ;0.010172671015599894;0.0
 выявлять ;0.0;0.006194241794972683
 a ;0.0;0.0
 инновация ;0.0;0.0036396985884481364
 радостный ;0.004547565611633706;0.0
 понадобиться ;0.004120180372989972;0.0
 fi ;0.0;0.0008155703608242409
 понятный ;0.0;0.0
 сульшер ;0.01137602876650341;0.0
 награда ;0.0;0.0
 electronics ;0.0;0.0016311407216484817
 trolling ;0.0;0.0007024746061436067
 победа ;0.018787494027466767;0.0
 нхл ;0.011479751028663695;0.0
 оперативный ;0.0;0.0015608288082817254
 подход ;0.0;0.0026465948054285432
 прошлогодний ;0.0;0.0
 градус ;0.0;0.001140816611761391
 хоккейный ;0.01885811922748115;0.0
 уэйн ;0.0;0.0
 техника ;0.0;0.0045212055478263055
 смешно ;0.0048456951254711;0.0
 месся ;0.0049377777018848375;0.0
 кибербуллинг ;0.0;0.0030067493579053386
 линия ;0.0;0.0012840683453194624
 братислава ;0.0;0.0
 номер ;0.0;0.0014561348965125168
 корпорация ;0.0;0.0015033746789526693
 нужно ;0.0032191255323092854;0.0
 полагать ;0.0037722228774420287;0.0
 екатерина ;0.0;0.002787447635129822
 антиконкурентный ;0.0;0.0026465948054285432
 предусматривать ;0.0;0.0010164690875075284
 adreno ;0.0;0.0
 бой ;0.022514518842623694;0.0
 новинка ;0.0;0.0015539419381594595
 автор ;0.0;0.0033163175201044184
 приходиться ;0.0;0.0
 мешать ;0.0;0.0021138615816067327
 инициатива ;0.0;0.0014561348965125168
 контролировать ;0.0;0.001737495857404526
 тутберидзе ;0.0096913902509422;0.0
 вернуться ;0.004547565611633706;0.0
 речь ;0.0;0.000882198268476181
 корпус ;0.0;0.0019930804768008344
 действующий ;0.0;0.0
 звук ;0.0;0.0008155703608242409
 acer ;0.0;0.0
 почерпать ;0.0;0.0
 обычно ;0.0;0.0007024746061436067
 заметный ;0.0;0.0007024746061436067
 сделать ;0.01986780549281652;0.0012590459398338638
 телевизор ;0.0;0.002446711082472722
 сеть ;0.00328731257873919;0.005797459270339461
 mac ;0.0;0.0015005059429547979
 алгоритм ;0.0;0.002276107220124069
 оформление ;0.00802428187913506;0.0
 попытка ;0.0;0.0
 снижать ;0.0;0.0009197579154787124
 цельсий ;0.0;0.001140816611761391
 исходящий ;0.0;0.002787447635129822
 связанный ;0.0;0.0
 gps ;0.0;0.0012648234779355791
 вегас ;0.0;0.0
 рассылка ;0.0;0.0012840683453194624
 попробовать ;0.004120180372989972;0.0
 saab ;0.0;0.001140816611761391
 напряженность ;0.0;0.0015033746789526693
 относительный ;0.0;0.0007024746061436067
 грузовик ;0.0;0.0012840683453194624
 связывать ;0.0;0.0014561348965125168
 камера ;0.0;0.003086310577934341
 kryo ;0.0;0.0
 боец ;0.007504839614207898;0.0
 стерлинг ;0.0;0.0
 ограничивать ;0.0;0.001764396536952362
 зарабатывать ;0.0;0.0012840683453194624
 виртуальный ;0.0;0.0015033746789526693
 видеопоток ;0.0;0.002281633223522782
 бельт ;0.0;0.002281633223522782
 преступник ;0.0;0.0014561348965125168
 поимка ;0.0;0.0014561348965125168
 доллар ;0.0;0.0025736614585591686
 прибыль ;0.0;0.0012648234779355791
 качественный ;0.0;0.0012648234779355791
 dronedj ;0.0;0.001140816611761391
 внутренний ;0.0;0.0012840683453194624
 тип ;0.0;0.0014049492122872134
 ласа ;0.0;0.0
 адий ;0.015509748916583231;0.0
 встраивать ;0.0;0.0016950163877560726
 опасаться ;0.0;0.0014561348965125168
 слежка ;0.0;0.0014561348965125168
 сторонник ;0.0;0.000882198268476181
 евро ;0.0;0.0
 детальный ;0.0;0.000882198268476181
 умозаключение ;0.0048456951254711;0.0
 ultrafine ;0.0;0.00750252971477399
 яромир ;0.0;0.0
 крупный ;0.0;0.002281633223522782
 однако ;0.0043574577606932145;0.0018368038704152498
 qualcomm ;0.0;0.0
 практически ;0.0;0.0
 вырабатывать ;0.0;0.0026465948054285432
 россия ;0.017055121159018815;0.0016946075413091814
 язык ;0.005575377894532074;0.0006185538273587796
 соперничать ;0.0;0.0
 уметь ;0.0;0.0014561348965125168
 чешский ;0.0;0.0
 загрузка ;0.0;0.0012648234779355791
 успешно ;0.0;0.0012648234779355791
 серб ;0.012004428045134827;0.0
 икарди ;0.0;0.0
 синхронный ;0.006231613399747714;0.0
 нитрид ;0.0;0.001140816611761391
 остальной ;0.0;0.0
 тренд ;0.0;0.0017268134525657245
 забывать ;0.0048291998202196675;0.0012503735796400887
 список ;0.0;0.0
 штаб ;0.0;0.0
 постоянно ;0.0;0.002097285101570643
 плюс ;0.007754874458291616;0.0
 около ;0.0;0.0019056514708555008
 подходящий ;0.0;0.0015005059429547979
 прямой ;0.0;0.0032164806085219566
 продвигать ;0.0;0.0012840683453194624
 однокристальный ;0.0;0.0
 мгц ;0.0;0.0
 аппарат ;0.0;0.0034224498352841727
 тематика ;0.0;0.0025391136309826628
 производительность ;0.0;0.0
 задача ;0.0;0.0030156872263243134
 федеральный ;0.0;0.000882198268476181
 ригонять ;0.0;0.0
 отпаривание ;0.0;0.002032938175015057
 поддержка ;0.01229228792406797;0.0
 изменение ;0.0043574577606932145;0.00317647572134237
 невысокий ;0.0;0.0010164690875075284
 сборочный ;0.0;0.0012840683453194624
 предъявлять ;0.0;0.0012648234779355791
 решаться ;0.0037722228774420287;0.0
 кондиционер ;0.0;0.0008155703608242409
 монако ;0.01604856375827012;0.0
 упоминаемость ;0.0;0.0007024746061436067
 эйс ;0.012004428045134827;0.0
 яндекс ;0.0;0.0
 принципиальный ;0.004120180372989972;0.0
 последствие ;0.0;0.0007024746061436067
 эмоция ;0.009764644621446463;0.0
 c ;0.0;0.0010164690875075284
 причина ;0.0;0.004076420212210432
 гибкость ;0.0;0.0012840683453194624
 общественный ;0.0;0.0007024746061436067
 кроме ;0.0;0.0012840683453194624
 интер ;0.0049377777018848375;0.0
 каждый ;0.0;0.002828169359958635
 контроль ;0.0;0.002081316173070844
 рамка ;0.01356164305741274;0.0
 заранее ;0.0;0.0014561348965125168
 обо ;0.005790738281758129;0.0
 извиняться ;0.0059298411939483296;0.0
 увольнение ;0.0037722228774420287;0.0
 handle ;0.0;0.0012840683453194624
 наиболее ;0.0;0.0015005059429547979
 согласный ;0.0;0.002805546453605159
 частотка ;0.0;0.0007024746061436067
 угроза ;0.0;0.0007024746061436067
 транспортировка ;0.0;0.0012648234779355791
 помимо ;0.0;0.0014561348965125168
 руководитель ;0.0;0.0012648234779355791
 предыдущий ;0.006002214022567414;0.0
 федерация ;0.01838968874789084;0.0
 подавлять ;0.0;0.0020036583630647143
 zenpad ;0.0;0.0
 называть ;0.0;0.001783173750918902
 александр ;0.008612712862227393;0.0
 серебряный ;0.0;0.001140816611761391
 учет ;0.0;0.000882198268476181
 единственный ;0.007754874458291616;0.0
 v ;0.0;0.002281633223522782
 прежде ;0.004266735877218556;0.001377274889036659
 рухнуть ;0.0;0.0020036583630647143
 поток ;0.0;0.0008155703608242409
 объект ;0.0;0.006867572884180154
 х ;0.0;0.0
 ясно ;0.0;0.0
 дом ;0.0;0.004926994663257504
 корабль ;0.0;0.001140816611761391
 чистый ;0.0;0.0008155703608242409
 антикризисный ;0.0;0.0007024746061436067
 мю ;0.0075444457548840575;0.0
 работа ;0.004378269535496304;0.007311710112260749
 кошице ;0.0;0.0
 состояться ;0.005503507269767246;0.0007067929452445347
 скорость ;0.0;0.004080056939125603
 роботизация ;0.0;0.002787447635129822
 впечатление ;0.004547565611633706;0.0
 сережа ;0.006754623177550941;0.0
 прийти ;0.0;0.0
 направленность ;0.0;0.003108576949721003
 шаг ;0.0;0.0014561348965125168
 распространение ;0.005234893313715056;0.0012503735796400887
 приоритетный ;0.0;0.002787447635129822
 изучение ;0.0;0.0007024746061436067
 отмечать ;0.010638051924091459;0.0033795005148327018
 манчини ;0.0037722228774420287;0.0
 факт ;0.004083500003519881;0.0006185538273587796
 превосходить ;0.0;0.0020036583630647143
 личный ;0.004083500003519881;0.0012503735796400887
 выявление ;0.0;0.0036780402684593433
 окончательно ;0.0;0.0020036583630647143
 московский ;0.0034345301476441303;0.0
 перемена ;0.0;0.002805546453605159
 аттракцион ;0.0;0.0
 достаточно ;0.00802428187913506;0.0
 трудно ;0.0037722228774420287;0.0
 эффективный ;0.0;0.0008155703608242409
 подробность ;0.0;0.000989025476363698
 олимпиада ;0.005790738281758129;0.0
 е ;0.0;0.0
 пресс ;0.013278344377465303;0.0
 дизельный ;0.0;0.001140816611761391
 пользовательский ;0.0;0.0008155703608242409
 чат ;0.0;0.002787447635129822
 лаб ;0.0;0.002787447635129822
 модель ;0.0;0.005654488081560057
 встреча ;0.015702554972305785;0.0
 принадлежать ;0.0;0.0021138615816067327
 путевка ;0.0;0.0
 департамент ;0.0;0.002787447635129822
 воспроизводить ;0.0037722228774420287;0.0
 объем ;0.0;0.004501333451492226
 признак ;0.0;0.000882198268476181
 ущерб ;0.0;0.0030067493579053386
 надежный ;0.0;0.0012840683453194624
 механический ;0.0;0.0010164690875075284
 пытаться ;0.0032191255323092854;0.0
 бизнес ;0.0;0.007888539015082694
 спортивный ;0.0;0.0008155703608242409
 отбор ;0.0;0.002787447635129822
 инфополь ;0.0;0.003108576949721003
 блокировка ;0.0;0.000882198268476181
 инвективный ;0.0;0.0007024746061436067
 максим ;0.004547565611633706;0.0
 нара ;0.0;0.0
 боковой ;0.0;0.0
 аудио ;0.0;0.0008155703608242409
 следовать ;0.0;0.0016463637220753007
 протестировать ;0.0;0.0
 рубрика ;0.0;0.0009342788128660262
 маршрут ;0.0;0.002342664276347234
 пользователь ;0.003810401832155398;0.004198193990140053
 особенность ;0.0;0.0010922906967071456
 приступать ;0.0;0.00221651925041389
 повторяться ;0.0;0.00443303850082778
 искать ;0.0037722228774420287;0.0
 emsa ;0.0;0.001140816611761391
 проникать ;0.0;0.0008155703608242409
 запланировать ;0.0;0.0012648234779355791
 масштаб ;0.0;0.0020036583630647143
